role,pts36,reb36,ast36,stl36,blk36,tov36,perf36
guard,-0.31820821284768397,-0.8170559045740575,0.8016733791685637,0.29105179982756707,-0.6421269888702563,0.10450767132384345,0.031899142328954036
wing,0.2728228616432703,-0.4889015165631101,0.21295687195831792,0.2157737227683739,-0.36150112706915216,-0.22630604567790863,0.421150617696476
forward,0.12008666774892753,0.43408608858283065,-0.4118490484835808,-0.09772459397103267,0.061195686841390054,-0.15782050758219568,-0.07087674762374933
forward_center,0.2741974313646918,0.9281976187470671,-0.7866444486910135,-0.22644478167323626,0.6030799650733801,0.0770782886305813,-0.12230278172003997
center,0.04626703126991611,1.0352863591102444,-0.8570090746848635,-0.6681439185666364,1.5873531146670692,0.251501693669717,-0.3119225575585348
