role,n,norm_pts36,norm_reb36,norm_ast36,norm_stl36,norm_blk36,norm_tov36
guard,256.0,1.0,-0.26938719367006375,2.1251932793714117,0.413449423527881,-2.1358678138680474,-1.5705544887821015
wing,124.0,1.0,-0.4455679834261346,1.3825800298374682,1.1687414680757495,-1.8722187304093623,-1.3399689307652574
forward,215.0,1.0,-0.39153797298358667,0.19005624873319943,0.25517374422236283,3.057132932315253,0.236059289873205
forward_center,98.0,1.0,0.17883064011397865,2.0519826453518157,5.370036065852667,-0.6428812834058758,-6.1999969115545985
center,84.0,1.0,-0.17050776448374033,0.30731517782997614,6.494947766157233,3.101201956788125,-1.2720469944704569
