height_bucket,pts36,reb36,ast36,stl36,blk36,tov36,perf36
Q1_short,11.119833723048835,3.785087118507363,4.020502358963004,1.5666703494107725,0.2039373408110939,2.713362798069944,16.790150541399402
Q2,12.421588983143637,4.5195194752701555,3.1460335180891725,1.4923257494316555,0.33960048541752985,2.473698895309153,18.251307699923235
Q3,12.934304505450974,6.929234951832557,1.9776862088893212,1.3513464955543038,0.759550766295012,2.5430594690099655,19.953222123125958
Q4_tall,12.891984420734682,7.91013191954823,1.5764964713820198,1.114112213059605,1.5176371473306582,2.7110754177531606,20.69495093702126
