feature,importance
is_first_year,0.3062353437389146
current_point_diff,0.22922540594075363
overach_roster,0.18647231671281025
attend_pg,0.17278153561723933
lag1_point_diff,0.0918429228952785
made_playoffs,0.013442475095003707
